sender,receiver,text_content,translated_text_content,vader_score,time stamp,cleaned_text,sender_group1,sender_group2,sender_project1,sender_project2,receiver_group1,receiver_group2,receiver_project1,receiver_project2
17,15,"りーーーーーちゃぁーーーーん！！！
ありがとう〜😆💞
りーちゃんの隣安心するよ","Lee-chan! ! !
thank you~
I'm relieved next to Rie-chan",0.7163,Wed Jul 02 02:47:21 +0000 2025,"りーーーーーちゃぁーーーーん！！！
ありがとう〜
りーちゃんの隣安心するよ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,17,"ぺい！
お誕生日おめでとう🎂！！！
だいすきだよう🫶🥴","Pei!
happy birthday! ! !
I really love it",0.885,Tue Jul 01 03:28:58 +0000 2025,"ぺい！
お誕生日おめでとう！！！
だいすきだよう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,18,"なこ！！！
ありがとう🙌✨
ぺいもだいすき〜！！！🥰

🥴←すごい顔だね。","Nako! ! !
thank you
I love Pei too! ! !

←You have an amazing face.",0.913,Wed Jul 02 02:45:01 +0000 2025,"なこ！！！
ありがとう
ぺいもだいすき〜！！！

←すごい顔だね。",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,17,"ぺいちゃんお誕生日おめでとう🎉
ぺいちゃんとお話するの大好き！✨️
またお出かけしようね〜☺️🫶","Happy birthday Pei-chan
I love talking to Pei-chan!
Let's go out again",0.8478,Tue Jul 01 10:18:36 +0000 2025,"ぺいちゃんお誕生日おめでとう
ぺいちゃんとお話するの大好き！
またお出かけしようね〜",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,19,"のん〜！！！！ありがとう！🙌💞
わたしものんとお話するの楽しくてだいすき！
回転寿司ハマりそう…🍣","Non! ! ! ! thank you!
I love talking to you!
I'm going to get hooked on conveyor belt sushi...",0.8346,Wed Jul 02 02:50:04 +0000 2025,"のん〜！！！！ありがとう！
わたしものんとお話するの楽しくてだいすき！
回転寿司ハマりそう…",Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,17,"ぺいこありがとん🍠
早々に食べるわよ🥟","Thank you Peiko
I'll eat it soon",0.3612,Fri May 16 02:32:18 +0000 2025,"ぺいこありがとん
早々に食べるわよ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,17,りー反省するふりくらいしてよ！！笑,"Lee, just pretend to regret it! ! lol",0.2462,Sun May 04 12:34:11 +0000 2025,りー反省するふりくらいしてよ！！笑,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,16,ふり…………？？？,Pretend...? ? ?,0.2359,Sun May 04 12:35:10 +0000 2025,ふり…………？？？,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,17,かわいいからなんでもおっけー👌🏻 ̖́-︎,"It's so cute, everything's fine ̖́-︎",0.7123,Sun May 04 13:11:45 +0000 2025,かわいいからなんでもおっけー ̖́-︎,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,21,"2期生・3期生の皆さま、本当にすみませんでした
やさしいなぁあ😭😭😭","I'm really sorry to all the 2nd and 3rd generation members
That's easy",0.3197,Sun May 04 14:03:02 +0000 2025,"2期生・3期生の皆さま、本当にすみませんでした
やさしいなぁあ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
14,17,"ナオミエルだーーーーーっ！！🪽

めちゃ好き🤣","It's Naomiel! !

I really like it",0.5231,Fri May 02 14:10:17 +0000 2025,"ナオミエルだーーーーーっ！！

めちゃ好き",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,14,ナオミエルもさゆのことめちゃ好きです🪽,Naomiel also really likes Sayu,0.4754,Sat May 03 05:57:38 +0000 2025,ナオミエルもさゆのことめちゃ好きです,Liella!,,Lovelive!,,Liella!,,Lovelive!,
14,17,今度一緒食べに行こ〜😚,Let's go eat together next time,0.0,Tue Apr 22 14:17:16 +0000 2025,今度一緒食べに行こ〜,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,14,行く！！！！！！！！やったー！！！！！！！,Go! ! ! ! ! ! ! ! Yay! ! ! ! ! ! !,0.6776,Tue Apr 22 14:19:52 +0000 2025,行く！！！！！！！！やったー！！！！！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,17,ご本人様😶✨✨✨,Personally,0.0,Wed Apr 16 15:15:45 +0000 2025,ご本人様,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,23,( *¯ ꒳¯*),( *¯ ꒳¯*),0.0,Thu Apr 17 10:34:48 +0000 2025,( *¯ ꒳¯*),Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,17,メガネに目がねぇ。,I can't see my glasses.,0.0,Thu Apr 10 12:03:39 +0000 2025,メガネに目がねぇ。,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,23,🙂,,0.0,Thu Apr 10 12:30:02 +0000 2025,,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,17,ペイちゃんありがとう！ぇぇー！是非さくらって呼んでよ〜🥹🤍,Thank you Pay-chan! Wow! Please call me Sakura,0.8475,Wed Apr 02 15:09:01 +0000 2025,ペイちゃんありがとう！ぇぇー！是非さくらって呼んでよ〜,Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,22,さくら！！！！！！！！！！！,! ! ! ! ! ! ! ! ! ! !,0.0,Wed Apr 02 15:16:01 +0000 2025,さくら！！！！！！！！！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,"なこぉぉぉ！ありがとぉぉぉ😭🫧
うれちぃ。たのちぃ。かわちぃ。🙆‍♀️","Nako! Thank you
Nice. Tanochi. Cute.",0.8221,Sun Jul 06 22:55:48 +0000 2025,"なこぉぉぉ！ありがとぉぉぉ
うれちぃ。たのちぃ。かわちぃ。",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,18,いいよ。ぺい天使だから。,That's fine. Because he's a light angel.,0.2023,Sun May 04 12:45:40 +0000 2025,いいよ。ぺい天使だから。,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,17,"この天使を守らなければならない。
いっぱいよしよししますね( ◜ᴗ◝)","We must protect this angel.
I'll be a lot of good (◜ᴗ◝)",0.6705,Sun May 04 12:52:04 +0000 2025,"この天使を守らなければならない。
いっぱいよしよししますね( ◜ᴗ◝)",Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,なこと一緒に暴れるの楽しかった◎笑,It was fun to go wild together with things ◎ lol,0.7269,Fri Apr 04 04:21:49 +0000 2025,なこと一緒に暴れるの楽しかった◎笑,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,23,めっちゃ心強かったよ🫶🫶,It was so reassuring,0.541,Fri Apr 04 05:20:46 +0000 2025,めっちゃ心強かったよ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,18,"なこちゃん来てくれて本当にありがとう🥹
プレゼントも嬉しすぎます(´；ω；｀)♡
お出かけ、ごはん、絶対行きたい～！！！✨","Thank you so much for coming
The present is also so happy (´；ω；｀)
I definitely want to go out and eat! ! !",0.9025,Wed Apr 02 14:12:05 +0000 2025,"なこちゃん来てくれて本当にありがとう
プレゼントも嬉しすぎます(´；ω；｀)
お出かけ、ごはん、絶対行きたい～！！！",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,22,"喜んでもらえて嬉しいよ〜(*´ `)
これからもたくさん愛でさせてください🫶
また予定立てよう◎","I'm glad you're happy~(*´ `)
I hope you will continue to love me a lot from now on
Let's make plans again ◎",0.8779,Wed Apr 02 14:23:22 +0000 2025,"喜んでもらえて嬉しいよ〜(*´ `)
これからもたくさん愛でさせてください
また予定立てよう◎",Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,18,"早起きさせてしまってごめんよ🥺
ご飯だー！！！","Sorry for letting me get up early
It's rice! ! !",0.2905,Mon Mar 31 03:38:40 +0000 2025,"早起きさせてしまってごめんよ
ご飯だー！！！",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,16,"ぜーんぜん!!
LINE送ってくれたの嬉しかったよ☺️☺️

お休みするのも大事!!
のんびりDayつくろうぜ☆","All!!
I'm glad you sent me a LINE message

It's also important to take a break!!
Let's make a relaxing day",0.8469,Mon Mar 31 03:53:11 +0000 2025,"ぜーんぜん!!
LINE送ってくれたの嬉しかったよ

お休みするのも大事!!
のんびりDayつくろうぜ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,ツッコミは任せて💪,Leave the comments to me,0.0516,Wed Mar 12 14:42:36 +0000 2025,ツッコミは任せて,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,23,はっはっは(   ᷇࿀ ᷆  ),Hahaha ( ᷇࿀ ᷆ ),0.5574,Wed Mar 12 23:24:45 +0000 2025,はっはっは(   ᷇࿀ ᷆  ),Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,🫶😗😬,,0.0,Sun Mar 09 06:42:19 +0000 2025,,Liella!,,Lovelive!,,Liella!,,Lovelive!,
3,18,"なこちゃ！お誕生日おめでとう🎂✨✨
素敵な一年になりますように！✨","Nakocha! happy birthday
I hope you have a wonderful year!",0.8975,Fri Mar 07 15:28:12 +0000 2025,"なこちゃ！お誕生日おめでとう
素敵な一年になりますように！",Nijigasaki,,Lovelive!,,Liella!,,Lovelive!,
24,18,"なこさん！
お誕生日おめでとうございますっ！💛
なこさんにとって素敵な一年になりますように🕊️✨","Nako!
Happy birthday!
I hope Nako will have a wonderful year",0.8975,Sat Mar 08 14:19:12 +0000 2025,"なこさん！
お誕生日おめでとうございますっ！
なこさんにとって素敵な一年になりますように",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
23,18,"なこなこなこなこなこ
あいらぶゆーーーー！おめでとう🫶","Nice konokoko
Airi Love Yu! Congratulations",0.9041,Fri Mar 07 15:57:21 +0000 2025,"なこなこなこなこなこ
あいらぶゆーーーー！おめでとう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,18,"なこちゃんお誕生日おめでとう〜☺️🍰
かわいいよ〜〜好きだよ〜〜らぶっ💕","Happy birthday Nako-chan
It's so cute, I love you",0.919,Sat Mar 08 05:14:44 +0000 2025,"なこちゃんお誕生日おめでとう〜
かわいいよ〜〜好きだよ〜〜らぶっ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
27,18,"なこさんー！
お誕生日おめでとうございます🎉🤍
素敵な一年にしてください
大好きです🥲","Nako-san!
happy birthday
Have a wonderful year
I love it",0.9168,Fri Mar 07 22:10:37 +0000 2025,"なこさんー！
お誕生日おめでとうございます
素敵な一年にしてください
大好きです",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
21,18,"なこーーーーーー❕💛
お誕生日おめでとうっっっっっ
なこと一緒に行きたいところも食べたいものも沢山沢山あるよ🥄
楽しいこと沢山しようね大好き☺️☺️","Nako
Happy birthday
There are many places you want to go to and eat together.
I love to do lots of fun things",0.91,Sat Mar 08 06:31:00 +0000 2025,"なこーーーーーー
お誕生日おめでとうっっっっっ
なこと一緒に行きたいところも食べたいものも沢山沢山あるよ
楽しいこと沢山しようね大好き",Liella!,,Lovelive!,,Liella!,,Lovelive!,
29,18,"なこさん💛

お誕生日おめでとうございます！
素敵な一年になりますように🌟","Nako

happy birthday!
I hope you have a wonderful year",0.8908,Sat Mar 08 02:30:51 +0000 2025,"なこさん

お誕生日おめでとうございます！
素敵な一年になりますように",Hasunosora,,Lovelive!,,Liella!,,Lovelive!,
19,18,めっちゃ好きです…🙏,I really like it...,0.4201,Wed Mar 05 14:33:20 +0000 2025,めっちゃ好きです…,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,19,うへへへへありがとへへへ,Thank you hehe,0.3612,Wed Mar 05 14:56:02 +0000 2025,うへへへへありがとへへへ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,ﾏｰｰｰｰﾙｯ🙆‍♀️,Mmm,0.0,Tue Feb 25 12:52:54 +0000 2025,ﾏｰｰｰｰﾙｯ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,23,タコパしよ🐙,Let's do octopus,0.0,Tue Feb 25 13:56:26 +0000 2025,タコパしよ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
14,18,"お誕生日おめでとうーっ！◎🎂
ちぃちゃん大好きーーーーーーーっ！☺️
(なこもだーーーいすき)
ちぃちゃんの周りに沢山の丸を置きたい🙆‍♀️
#嵐千砂都生誕祭2025
#嵐千砂都誕生祭2025","Happy birthday! ◎
I love Chii-chan!
(I love Nakomoda)
I want to put lots of circles around Chii-chan
#Arashi Sensuna Birthday 2025
#Arashi Sensato Birthday Festival 2025",0.953,Tue Feb 25 12:49:20 +0000 2025,"お誕生日おめでとうーっ！◎
ちぃちゃん大好きーーーーーーーっ！
(なこもだーーーいすき)
ちぃちゃんの周りに沢山の丸を置きたい
#嵐千砂都生誕祭2025
#嵐千砂都誕生祭2025",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,14,"かのんちゃーーーん!!
ありがとう!!
たくさんのまる！ください！🙆‍♀️ﾏﾙｯ","Kananchan!!
thank you!!
Lots of rounds! please! Mal",0.7156,Tue Feb 25 13:53:40 +0000 2025,"かのんちゃーーーん!!
ありがとう!!
たくさんのまる！ください！ﾏﾙｯ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,18,"ちぃちゃん！千砂都先輩！！
お誕生日おめでとうございます🎉✨✨
これからも、5yncri5e!もまるまるサークルでもよろしくお願いします！！🤍
#嵐千砂都生誕祭2025 
#嵐千砂都誕生祭2025","Chii-chan! Senpai Senpai! !
happy birthday
We hope you will continue to support 5yncri5e! in the Marumaru circle! !
#Arashi Sensuna Birthday 2025
#Arashi Sensato Birthday Festival 2025",0.9283,Tue Feb 25 01:59:41 +0000 2025,"ちぃちゃん！千砂都先輩！！
お誕生日おめでとうございます
これからも、5yncri5e!もまるまるサークルでもよろしくお願いします！！
#嵐千砂都生誕祭2025 
#嵐千砂都誕生祭2025",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,22,"ありがとう!!
まぁるい気持ちで楽しもうね〜🙆‍♀️ﾏﾙｯ","Thank you!!
Let's have fun with a relaxed feeling~",0.8774,Tue Feb 25 13:51:01 +0000 2025,"ありがとう!!
まぁるい気持ちで楽しもうね〜ﾏﾙｯ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,18,"ちぃちゃん！！！🩷
お誕生日おめでとうございますっっ👏🎉
たこやきたこやきーーーーー🐙🙆‍♀️ﾏﾙｯ
#嵐千砂都生誕祭2025","Chii-chan! ! !
Happy birthday
Takoyaki Takoyaki-------------------------------------------------------------------------------------------------------------------------
#Arashi Sensuna Birthday 2025",0.6784,Mon Feb 24 23:12:46 +0000 2025,"ちぃちゃん！！！
お誕生日おめでとうございますっっ
たこやきたこやきーーーーーﾏﾙｯ
#嵐千砂都生誕祭2025",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,23,ありがとう〜🙆‍♀️ﾏﾙｯ,Thank you~Mal,0.3612,Tue Feb 25 13:50:01 +0000 2025,ありがとう〜ﾏﾙｯ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,18,"優しくて可愛くてかっこいいちぃちゃん🙆‍♀️
大好きです☺️🫶
お誕生日おめでとう〜🐙💓","Kind, cute and cool Chii-chan
I love it
happy birthday~",0.9485,Tue Feb 25 03:42:16 +0000 2025,"優しくて可愛くてかっこいいちぃちゃん
大好きです
お誕生日おめでとう〜",Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,19,"ありがと〜!!
ちぃも喜んでるよ🙆‍♀️ﾏﾙｯ","Thank you!!
Chii is happy too, yeah",0.8395,Tue Feb 25 13:51:29 +0000 2025,"ありがと〜!!
ちぃも喜んでるよﾏﾙｯ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
15,18,千砂都誕生日おめでとう～～～！🎂◎,Happy birthday Chisunato! ◎,0.6114,Tue Feb 25 12:26:17 +0000 2025,千砂都誕生日おめでとう～～～！◎,Liella!,,Lovelive!,,Liella!,,Lovelive!,
18,15,"わーい！
謝謝〜🙆‍♀️ﾏﾙｯ","Yay!
Thank you so much",0.7345,Tue Feb 25 13:55:09 +0000 2025,"わーい！
謝謝〜ﾏﾙｯ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,19,"いつも心に絵森彩ですわよ🤍ྀི
またやろうねお寿司=͟͞🍣","It's always Emori Aya in my heart ྀི
Let's do it again Sushi=͟͞",0.6369,Fri Jul 04 10:45:08 +0000 2025,"いつも心に絵森彩ですわよྀི
またやろうねお寿司=͟͞",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,21,"あっばれてる…！宿しますっ！！😳💓
お寿司〜楽しかった〜またやる〜☺️🍣","It's so hot...! I'll stay! !
Sushi was fun, I'll do it again",0.6341,Fri Jul 04 11:15:41 +0000 2025,"あっばれてる…！宿しますっ！！
お寿司〜楽しかった〜またやる〜",Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,19,また4人で歌いたいね♡̴⟡.˚♡̴⟡.˚,I want to sing with the four of us again ̴.˚̴.˚,0.0772,Sun Jun 15 07:53:26 +0000 2025,また4人で歌いたいね̴.˚̴.˚,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,19,"ねぇぇぇぇ！！めっかわ🩵💜
さすがのん！ありがとうありがとう😆✨","Hey! ! I'm
As expected! Thank you thank you",0.7074,Wed Jun 11 10:38:00 +0000 2025,"ねぇぇぇぇ！！めっかわ
さすがのん！ありがとうありがとう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,19,"あらっ！！！
おめでとう🎈🎈🎈","Oh! ! !
Congratulations",0.6981,Tue Jun 03 14:42:19 +0000 2025,"あらっ！！！
おめでとう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,21,ありがとう！！！🙏✨️,Thank you! ! !,0.5229,Wed Jun 04 13:41:09 +0000 2025,ありがとう！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,19,もう1回参加したいです！！！🥹,I want to participate again! ! !,0.2905,Fri May 30 03:00:07 +0000 2025,もう1回参加したいです！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,19,"ねーーぇなぁにぃ！！！✨
嬉しいこと言ってくれるじゃなぁい(ฅ∀&lt;`๑)ﾃﾚｯ♡","That's right! ! !
He'll say something nice (ฅ∀&lt;`๑)Teree",0.5684,Sun May 25 12:48:25 +0000 2025,"ねーーぇなぁにぃ！！！
嬉しいこと言ってくれるじゃなぁい(ฅ∀&lt;`๑)ﾃﾚｯ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,23,"いつも思ってるよ〜！
一緒にいるの好きだし安心する☺️💓
また遊びいこうねっ🫶🏻","I'm always thinking about it!
I love being with you so I feel safe
Let's play again",0.8766,Sun May 25 13:22:59 +0000 2025,"いつも思ってるよ〜！
一緒にいるの好きだし安心する
また遊びいこうねっ",Liella!,,Lovelive!,,Liella!,,Lovelive!,
14,20,"公式さんの動画見ました
かわいかったです","I watched the official video
It was cute",0.4588,Wed Jul 09 14:55:03 +0000 2025,"公式さんの動画見ました
かわいかったです",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,20,"あかね！🍡
また一緒にもぐもぐしようね〜🫶","Akane!
Let's smug it together again",0.2714,Thu Mar 27 14:26:24 +0000 2025,"あかね！
また一緒にもぐもぐしようね〜",Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,20,わ〜い！やった☺️🫶,Yay! I did it,0.5707,Sat Mar 22 13:14:53 +0000 2025,わ〜い！やった,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,当分、食べられないからね☺️,I won't be able to eat it for a while,0.0,Sat Jul 05 07:07:53 +0000 2025,当分、食べられないからね,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,じゃあかわりにゆいなのきゅうり食べちゃおうかな🥒,"So instead, I think I'll eat Yuina's cucumber",0.0,Sat Jul 05 07:17:36 +0000 2025,じゃあかわりにゆいなのきゅうり食べちゃおうかな,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,"彩、、本当にありがとう…！！！
あやにも色んな想いあるはずなのに
自分の気持ち掻き消して、
ずっと優しく見守ってくれて。
本当に本当にありがとう😭🩵🩷","Aya, thank you so much...! ! !
Aya must have a lot of feelings too
Drown out your own feelings,
You kept watching over me kindly.
Thank you so much",0.6571,Fri Jun 13 13:50:52 +0000 2025,"彩、、本当にありがとう…！！！
あやにも色んな想いあるはずなのに
自分の気持ち掻き消して、
ずっと優しく見守ってくれて。
本当に本当にありがとう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,"マルちゃん結那2人ともよく頑張ったよえらい☺️
可愛い1年生のためならお姉ちゃんいくらでも頑張れまする❕💪🏻🔥 ̖́-","Both Maruchan Yuna did a great job
For the cute first year student, my sister can do her best as much as she wants. ̖́-",0.9062,Sat Jun 14 01:18:33 +0000 2025,"マルちゃん結那2人ともよく頑張ったよえらい
可愛い1年生のためならお姉ちゃんいくらでも頑張れまする ̖́-",Liella!,,Lovelive!,,Liella!,,Lovelive!,
17,21,🫰💞,,0.0,Tue Jun 03 01:12:15 +0000 2025,,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,17,ふふふ☺️🫶,Fufufu,0.0,Tue Jun 03 10:18:38 +0000 2025,ふふふ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,これは。私なのかもしれない(ﾟ∀ﾟ)人(ﾟ∀ﾟ),This. Maybe it's me (ﾟ∀ﾟ)People(ﾟ∀ﾟ),0.0,Tue Jun 03 05:15:58 +0000 2025,これは。私なのかもしれない(ﾟ∀ﾟ)人(ﾟ∀ﾟ),Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,そう。ゆいなかもしれないっ| ᐕ),Yes. It might be Yuina | ᐕ),0.4019,Tue Jun 03 10:19:31 +0000 2025,そう。ゆいなかもしれないっ| ᐕ),Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,彩のおねーちゃんです🙌🩵,This is Aya's sister,0.0,Wed May 07 12:57:02 +0000 2025,彩のおねーちゃんです,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,とてつもない安心感🩵ྀི🩵ྀི🩵ྀི,Amazing sense of security,0.7351,Wed May 07 13:15:18 +0000 2025,とてつもない安心感ྀིྀིྀི,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,21,いいぞあやち🙂ブレはエモい。,"It's great, Ayachi is emotional.",0.6908,Tue May 06 09:32:10 +0000 2025,いいぞあやちブレはエモい。,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,23,絵森だけに？？？？？？😏💗,Only for Emori? ? ? ? ? ?,0.0,Tue May 06 11:09:20 +0000 2025,絵森だけに？？？？？？,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,えええ！！！すごいすごい！！！！💫,Yes! ! ! Amazing! ! ! !,0.8257,Thu Jun 05 13:51:00 +0000 2025,えええ！！！すごいすごい！！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,23,ゆいなに会いたい🥺,I want to meet Yuina,0.0772,Thu Jun 05 13:52:21 +0000 2025,ゆいなに会いたい,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,うおおお！！！きゃわきゃわっ🪼🩵,"Woooo! ! ! Ah, ah, ah, ah, ah",0.0,Fri May 30 05:30:09 +0000 2025,うおおお！！！きゃわきゃわっ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,ありがとうありがとう😭🩵💜,Thank you,0.3612,Wed May 28 14:44:22 +0000 2025,ありがとうありがとう,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,23,照🥹💞,,0.0,Thu May 29 03:49:04 +0000 2025,照,Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,22,"さくちゃんありがとー！！
え〜嬉しすぎるなぁ…🥹笑
一緒に頑張ろね😉","Thank you Saku-chan! !
Eh, I'm so happy... ha ha
Let's work hard together",0.9147,Fri May 16 02:52:01 +0000 2025,"さくちゃんありがとー！！
え〜嬉しすぎるなぁ…笑
一緒に頑張ろね",Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,22,"あっっっっっ気づいちゃった？？？😳😳
アイ なんだよね〜🥹","Ah, did you notice it? ? ?
What is it?",0.0,Thu May 08 05:47:47 +0000 2025,"あっっっっっ気づいちゃった？？？
アイ なんだよね〜",Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,21,愛、アイ、Eye、、、😭💖,"Love, Eye, Eye...",0.6369,Thu May 08 09:56:54 +0000 2025,愛、アイ、Eye、、、,Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,22,丁寧な扱いにポニテが喜んでいますわよ😘,Ponyte is pleased with the polite treatment,0.4404,Thu May 08 10:56:18 +0000 2025,丁寧な扱いにポニテが喜んでいますわよ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
19,22,きな子ちゃん喜ぶよ〜！ありがとうっ☺️🦊,Kinako will be happy! Thank you,0.7574,Sun May 04 05:18:28 +0000 2025,きな子ちゃん喜ぶよ〜！ありがとうっ,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,19,わー！嬉しい！いっぱい聴く🥹🤍,Wow! happy! Listen to lots,0.8436,Sun May 04 05:24:50 +0000 2025,わー！嬉しい！いっぱい聴く,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,ないす！冬毬んメッセ！！！！👏🪼🩵,Naiss! Fuyumarin Messe! ! ! !,0.0,Sat May 03 13:25:12 +0000 2025,ないす！冬毬んメッセ！！！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,23,へい！とまりんめっせ！🪼🪼,Hey! Tomarin Memes!,0.0,Sat May 03 14:02:15 +0000 2025,へい！とまりんめっせ！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
21,22,"とまちゃんらぶらぶちゅっちゅっちゅっだよ〜🩷ྀི🩷ྀི🩷ྀི
ちゅきちゅきらぶりん愛情止まらんよ〜🩵ྀི🩵ྀི🩵ྀི","Tomachan is hanging out and kissing
I can't stop loving my heart",0.7678,Sat May 03 15:01:45 +0000 2025,"とまちゃんらぶらぶちゅっちゅっちゅっだよ〜ྀིྀིྀི
ちゅきちゅきらぶりん愛情止まらんよ〜ྀིྀིྀི",Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,"こういう動画好きです！！👏
また待ってます☺️🌸","I love videos like this! !
I'll wait again",0.8065,Thu Apr 17 12:30:28 +0000 2025,"こういう動画好きです！！
また待ってます",Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,23,嬉しいです❕また是非出演してください！！✨,"I'm so happy, please come and appear again! !",0.8361,Fri Apr 18 04:24:59 +0000 2025,嬉しいですまた是非出演してください！！,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,"いっちゃん嬉しい言葉！！！笑
最高だった！呼んでくれてありがとう🐾🌸","Icchan's happy words! ! ! lol
It was the best! Thank you for calling me",0.9368,Wed Apr 09 13:33:04 +0000 2025,"いっちゃん嬉しい言葉！！！笑
最高だった！呼んでくれてありがとう",Liella!,,Lovelive!,,Liella!,,Lovelive!,
22,23,こちらこそありがとう！🥹︎🫶🏻︎💕︎,Thank you very much! ︎︎︎,0.4199,Wed Apr 09 13:35:06 +0000 2025,こちらこそありがとう！︎︎︎,Liella!,,Lovelive!,,Liella!,,Lovelive!,
23,22,🐈🐾,,0.0,Wed Apr 09 01:49:28 +0000 2025,,Liella!,,Lovelive!,,Liella!,,Lovelive!,
16,23,可愛かった🙂笑,was so cute lol,0.7873,Mon Jul 07 13:47:28 +0000 2025,可愛かった笑,Liella!,,Lovelive!,,Liella!,,Lovelive!,
